fourgram	count
and 3 in truck	8
1342 beach parkway number	8
2 truck 1 medic	8
at the door and	8
male refusing to leave	8
spoke with a complainant	8
medic 2 from engine	8
and said he was	8
no driver's license to	8
driver's license to confiscate	8
117 south of berea	8
burger king 11790 madison	8
you could just go	8
federal credit union our	8
credit union our members	8
union our members are	8
our members are the	8
members are the mission	8
i get the color	8
for the same thing	8
want me to come	8
14312 detroit apartment 1446	8
trying to get back	8
2 medic 2 and	8
you send me back	8
be 19 with us	8
dispatch medic 1 back	8
can you start that	8
truck park 16900 detroit	8
advise and release for	8
i didn't see anyone	8
he appears to be	8
time of the call	8
that's parked in the	8
i'm gonna head over	8
medic 3 is now	8
en route with traffic	8
to get ready for	8
the area of lakewood	8
a quiet place of	8
quiet place of day	8
place of day one	8
she is a 47	8
is a 47 year	8
year old female he	8
old female he believes	8
female he believes that	8
he believes that she	8
believes that she drives	8
that she drives a	8
she drives a 2014	8
drives a 2014 toyota	8
so there's a group	8
no lights no sirens	8
1570 ridgewood apartment 1	8
if you could notify	8
you stop back in	8
you start a 24	8
back out on radar	8
i'm gonna be on	8
7 i'll be out	8
bus stop in front	8
gonna be in a	8
2 and a half	8
two's en route to	8
20 2 and 2	8
a 10 16 out	8
in the city 10	8
dispatch medic 2 0	8
gonna be a white	8
we're gonna be 10	8
20 i didn't know	8
medic one's transporting to	8
2 0 2 traffic	8
set we'll be 10	8
if you wanna go	8
truck 1 we're gonna	8
0 3 and 2	8
old male 5 11	8
220 i didn't know	8
1 of those cars	8
10 8 and can	8
8 and i'll be	8
i'll be 10 a	8
date of birth 04	8
detroit it's gonna be	8
when you can call	8
of birth is 05	8
2 and 3 and	8
and 3 and truck	8
19 for 1 pickup	8
it'll be 10 8	8
west 1 17th in	8
dispatch 3 is out	8
if you wanna give	8
gonna be responding to	8
the first 1 is	8
one's gonna be a	8
is gonna be responding	8
truck 1 is gonna	8
gonna be able to	8
you give me 21	8
male is gonna be	8
is that a lakewood	8
and it's gonna be	8
12400 madison apartment 314	8
1 17th just south	8
d as in david	8
give her a callback	8
medic two's out of	8
detroit and saint charles	8
it's probably gonna be	8
gonna be slow to	8
gonna stay with the	8
of 1 of the	8
2 i can get	8
a couple of 10	8
2 14 and 2	8
one's gonna be in	8
service call at 14760	8
let's drive with a	8
vehicle must finance with	8
must finance with dealer	8
for a 32 year	7
a 26 year old	7
is anyone able to	7
i'm out with a	7
be 10-8 can you	7
williams out of cleveland	7
number when you're ready	7
the plate that should	7
out of the pick-up	7
be out with an	7
jail with this male	7
please show me out	7
10-4 thank you i'll	7
we had you run	7
going to be with	7
you start kufner's for	7
i'll let them know	7
copy i'll be 10-8	7
what's the address for	7
see if he's got	7
out of cleveland so	7
assistance we'll be 10-8	7
lincoln date of birth	7
we're clear from the	7
we were just there	7
you guys have a	7
and 29 will be	7
have their code 3	7
i have no idea	7
don't know if anyone	7
but it's going to	7
82 year old male	7
fell out of bed	7
11 can i have	7
the vin for the	7
thank you that's a	7
you that's a match	7
10-7 on the stall	7
91 year old female	7
medic 1's on the	7
she doesn't have any	7
call the caller back	7
the caller back and	7
out with them in	7
dispatch medic 1 out	7
add us to the	7
an odor of natural	7
can take that from	7
just south of hilliard	7
10-4 can you see	7
get a cat number	7
to the animal warden	7
was able to locate	7
be all set with	7
they were advised we'll	7
were advised we'll be	7
from out of state	7
in an attempt to	7
her medical alert button	7
we're about to clear	7
in pursuit of a	7
he was last seen	7
with the squad to	7
got a 911 call	7
see you at the	7
that's not going to	7
saying that he was	7
he was at the	7
she'll be waiting in	7
guys are all set	7
the building we'll be	7
you need any assistance	7
we're in the stall	7
stall if you can	7
ennis court assisted living	7
court assisted living 13315	7
assisted living 13315 detroit	7
living 13315 detroit room	7
2 can you start	7
meet a male at	7
can i have your	7
just change it to	7
male said he fell	7
dispatch medical 1's en	7
i cut you off	7
call back if anything	7
you check the light	7
you check eastbound on	7
copies car 2 is	7
was an accidental alarm	7
medic 3 front of	7
wants to make sure	7
and the male is	7
i get that back	7
get that back please	7
owner of the truck	7
with 1 of the	7
kirtland house 1480 warren	7
1480 warren the kirtland	7
17 i'll be turning	7
they're all set we'll	7
with a separate for	7
male in the store	7
be out of it	7
i don't need those	7
the nature of this	7
nature of this call	7
and you can just	7
there doesn't appear to	7
police involvement at this	7
involvement at this time	7
you please try to	7
you have a chance	7
being flagged down by	7
like us to respond	7
1 medic 1 to	7
i have to call	7
29 can you add	7
can you add us	7
heard what sounded like	7
i copy and i'll	7
copy and i'll be	7
be out with 15	7
you the plate in	7
on the front door	7
to the hospital to	7
from engine 3 we're	7
to the fire ground	7
year old female they	7
for an unknown reason	7
going to be henry	7
out with the vehicle	7
smoke coming from the	7
3 are on scene	7
you tell me the	7
car 6 and car	7
now we're going to	7
and then i'll be	7
think it might be	7
start a hook for	7
if we need to	7
be giving him a	7
courtesy ride to the	7
you head over to	7
like we were there	7
i didn't see it	7
report number is going	7
card is expired no	7
1 to lakewood er	7
respond to around the	7
a message for the	7
there's a male laying	7
a male laying in	7
so they can get	7
and 5 you can	7
going to call her	7
2 can you have	7
service returning medic 3	7
will be transporting shortly	7
the vehicle we're 10-8	7
head back over to	7
you send me that	7
brown green valid no	7
i'm going to do	7
you check at the	7
tried to call her	7
guys check the area	7
now trying to get	7
have an apartment number	7
trying to get her	7
to get her to	7
i copy i'm going	7
she said she did	7
it was a false	7
shore towers 12506 edgewater	7
12506 edgewater number 703	7
on arrival we'll be	7
it's not going to	7
10-4 21 you can	7
we're talking to the	7
a male wearing a	7
can you head over	7
we'll be speaking with	7
and needs to go	7
copy from the report	7
franklin just east of	7
want us to respond	7
at warren and madison	7
a high heart rate	7
i'm out of the	7
to try to find	7
medic 2 this is	7
13 i'm out with	7
of berea with king	7
and i'll let you	7
you call me please	7
and i added notes	7
an issue with the	7
answer to the door	7
she's conscious and breathing	7
of birth for me	7
copy if you could	7
set we'll be transporting	7
en route could you	7
medic 1's are out	7
no damage to the	7
for a burglar alarm	7
are you still all	7
you have a description	7
with the other half	7
number for damage to	7
203 may i be	7
no wants and he	7
the public service call	7
try and get a	7
don't know if that's	7
is going to come	7
medical 1 is en	7
just letting you know	7
i'm speaking with the	7
be out with george	7
with the male in	7
respond to clifton and	7
i'll go to the	7
years old he's valid	7
15 can you start	7
spread some absorbent on	7
just trying to get	7
2 copies we're en	7
route from clifton and	7
all right thank you	7
he's been there for	7
we're on the back	7
you call the complainant	7
at the door we	7
if i need a	7
i need a car	7
checking on a car	7
and madison i'll be	7
think it's going to	7
one of them is	7
been advised car 2's	7
be utl we'll be	7
trying to find the	7
i think there's a	7
cleveland 25 year old	7
can you run john	7
18 i'll be out	7
to be going to	7
205 are you guys	7
you confirm the plate	7
get the last six	7
10-4 can you copy	7
are on their way	7
don't need a fax	7
to find the phone	7
on her way out	7
cars will be out	7
try to call the	7
the vehicle was cited	7
and the driveway is	7
be doing follow-up on	7
that male on the	7
parked in the back	7
want to stand by	7
change this to a	7
some notes and i'll	7
id's valid no wants	7
of the building she	7
and there was a	7
i'm at the station	7
she should be in	7
a separate and i'll	7
i'm 10-7 on the	7
10-4 5 you can	7
to be for an	7
plate should be king	7
can get that for	7
number to my car	7
this male to the	7
thank you can you	7
want me to try	7
tendencies known to abuse	7
in for felony drugs	7
stolen out of cleveland	7
i'm not able to	7
in the area there's	7
we're all going to	7
and i'll be in	7
male having chest pain	7
the male he said	7
i get the cad	7
be clear from the	7
show me at the	7
the male is not	7
don't know if we	7
warrant out of county	7
him on his way	7
said one of the	7
one of the employees	7
we'll be in route	7
you just send me	7
was detained in handcuffs	7
my driver can you	7
can i transfer him	7
3 we're in service	7
requesting mutual aid for	7
stall door and advise	7
on scene car 2	7
25 24 25 25	7
i'm going to transfer	7
1 car 8 en	7
vehicle should be a	7
send me a tow	7
are you clear from	7
to crestmont north 13330	7
he has a couple	7
where you can copy	7
in service returning car	7
going to be doing	7
i'm sorry what's the	7
15 i'm going to	7
see what i can	7
take that for 22	7
he does have an	7
out of cleveland 18	7
cleveland 18 year old	7
by in the back	7
the lake house 11850	7
lake house 11850 edgewater	7
this is the male	7
like it was a	7
for a warm pickup	7
can take care of	7
to send you a	7
to make sure i	7
said it's been parked	7
vehicle has been moved	7
i'm pulling up to	7
3 to the fedor	7
take that for 21	7
going to need you	7
2 medic 2's in	7
oh i see the	7
no one's closer could	7
one's closer could you	7
for a panic alarm	7
with king john nora	7
13 i can get	7
male called said his	7
is not feeling well	7
10-4 24 you can	7
south of madison john	7
the west shore apartments	7
returning medic 1 will	7
can give her a	7
a call back and	7
in service there's no	7
they do have a	7
have a protection order	7
front of the bar	7
place 12700 lake apartment	7
3 from dispatch are	7
female suspended no wants	7
that she was going	7
the red light at	7
kind of car is	7
10-8 from the jail	7
gunshots in the area	7
is there any history	7
obt for the owner	7
be at the car	7
ahead can you put	7
to take that call	7
of the street for	7
the street for a	7
with king ida x-ray	7
should be for a	7
10-8 we're going to	7
print that out for	7
in service truck 1	7
has the vehicle we'll	7
temporarily out of service	7
out of service on	7
i'm 10-8 i can	7
left we'll be 10-8	7
from station 1 medic	7
medic 1 we're on	7
the northwest corner of	7
they should be on	7
there for a while	7
yeah if you want	7
i'll try to find	7
unable to locate a	7
12 000 edgewater apartment	7
brown he's suspended no	7
and then can you	7
to get in touch	7
get in touch with	7
i do not need	7
i'll be with the	7
a 10 year old	7
if you would like	7
if you can run	7
head over there and	7
call at 14401 detroit	7
detroit in the lobby	7
it back if you	7
i'll be with king	7
last name henry ocean	7
be out with two	7
88 year old male	7
cleveland 35 year old	7
advised to keep it	7
employee said there's a	7
they would like him	7
arrested for criminal trespass	7
with john young x-ray	7
in service returning patient	7
thoughts of harming himself	7
the fedor manor 12400	7
you want to have	7
see what they want	7
looks like we have	7
not feeling well and	7
to gain entry into	7
were able to gain	7
station wagon plates expiring	7
them should be a	7
2 medic 2 copy	7
2 do you want	7
21 can you give	7
go ahead engine 3	7
checking on a male	7
medic 2 copies medic	7
do you want them	7
south side of detroit	7
to do a welfare	7
all the doors are	7
and the owner of	7
in the area over	7
know when you're ready	7
was able to find	7
i'm coming i'm coming	7
contact with the resident	7
service entry was gained	7
i'm 10-7 if you	7
so i can get	7
checked okay we're 10-8	7
she appears to be	7
on our way back	7
all set for now	7
that call at the	7
the reason for the	7
copy i'll be in	7
out front of the	7
on arrival i spoke	7
st charles and franklin	7
3's out at the	7
engine 3 we're going	7
engine 2 copies engine	7
engine 3's back in	7
11 i'll be outside	7
3 medic 2 truck	7
to respond to that	7
medic 2 we're all	7
at this time medic	7
companies engine 2 is	7
the waterford 12500 edgewater	7
black and brown failure	7
brown she has a	7
11 i copy warren	7
service medic 3 will	7
to stand by for	7
i'll be stopping at	7
for a 39 year	7
apartment 1 medic 3	7
it's probably going to	7
engine 2 are going	7
going to be there	7
and requesting a squad	7
she's gonna be waiting	7
the parking lot the	7
the other male is	7
not sure where the	7
going to be stopping	7
just check and see	7
if he's a qualified	7
west clifton with king	7
he checks okay he	7
i can get the	7
out of north olmsted	7
8 year old female	7
you can head to	7
you if you can	7
with that male for	7
out i'm out i'm	7
blocked in the driveway	7
female locked out of	7
i'll be out and	7
first one's going to	7
car 2 this is	7
has one out of	7
a squad for this	7
to attempt to make	7
are you available to	7
27 i'll be out	7
kufner has it 10-8	7
and i'll be checking	7
in a few days	7
for a female in	7
alarm car 2's en	7
command switching to fire	7
3 car 2 are	7
just to be advised	7
i can call her	7
can get him clifton	7
you could speak with	7
call back if they	7
be clearing in a	7
show me en route	7
2's en route from	7
i get that listing	7
there's a verbal argument	7
i covered a car	7
be out with 29	7
the pickup radius on	7
do you copy that	7
going to be transported	7
and i'll be on	7
close to the drive	7
be knocking on the	7
you can actually disregard	7
black male in a	7
12 i'll be checking	7
manager said there's a	7
he was advised on	7
female wearing a black	7
and the last name	7
truck 1 engine 2	7
he doesn't have a	7
he's out of the	7
a 10-16c out of	7
could you see if	7
the front desk called	7
for an 81 year	7
year old male they	7
check on the female	7
them of the complaint	7
that was parked in	7
was parked in front	7
he fell in the	7
of hilliard with king	7
yelling and screaming at	7
want to come back	7
was a white female	7
i'm clear from here	7
set here i'm 10-8	7
can issue me a	7
3 is transferring to	7
is transferring to lakewood	7
medic 2 can disregard	7
a wire down across	7
want to make a	7
medic 1 on the	7
the last few days	7
be on a 2015	7
she might be having	7
dispatch medic 1 on	7
what did you say	7
no injuries one should	7
injuries one should be	7
see if you have	7
i'm sorry can i	7
you need me anywhere	7
for a medical alert	7
in contact with him	7
your report number please	7
a little bit closer	7
8 you can disregard	7
we have a female	7
route with that female	7
with this mail for	7
2 he's all set	7
showing on 3 sides	7
parking lot i'll be	7
see if they want	7
driver of the vehicle	7
the description one more	7
you check around the	7
i'm sorry i don't	7
if you got it	7
him in a moment	7
old male having trouble	7
was the last number	7
residential there's nothing showing	7
you confirm no issues	7
officers are out with	7
are out with a	7
the parking lot i'm	7
dropped off at the	7
out for me please	7
to the executive house	7
male he said he	7
to come up here	7
cleveland 31 year old	7
be checking for that	7
i couldn't copy your	7
copy engine 3 is	7
1 and medic 2	7
can respond to the	7
you can stay in	7
can stay in service	7
of the building in	7
be transporting to lakewood	7
valid no wants she	7
3 year old female	7
1 copies medic 1's	7
for a phone number	7
with this female for	7
can get them on	7
with the owner she's	7
other one is a	7
12506 edgewater apartment number	7
you get on scene	7
going with the squad	7
dispatch medic 3 taking	7
in service car 2	7
the hospital for a	7
out this is a	7
he was in a	7
they were able to	7
apartment door is locked	7
mike 3's on scene	7
on the roof of	7
just talked to the	7
is in service and	7
to shut it off	7
24 is all set	7
guys head to the	7
he hung up on	7
hit her head she's	7
3 12400 madison the	7
out to investigate all	7
said it was accidental	7
that's the sound of	7
to the detail if	7
can you send engine	7
you send engine 3	7
26 27 28 29	7
27 28 29 30	7
28 29 30 31	7
29 30 31 32	7
30 31 32 33	7
31 32 33 34	7
32 33 34 35	7
33 34 35 36	7
34 35 36 37	7
35 36 37 38	7
to leave and he	7
she's going to get	7
a bunch of items	7
transporting a male lakewood	7
a male lakewood er	7
if you could stand	7
you could stand by	7
can give us a	7
can you check a	7
put it in the	7
it in the detail	7
and is unable to	7
that fell and needs	7
let us know when	7
out here for a	7
at the booking window	7
the parking lot to	7
to the ina building	7
three sides we'll be	7
for a 79 year	7
to be waiting in	7
male laying on the	7
was in the back	7
is that a fair	7
that a fair view	7
he does not want	7
when you get there	7
a fire alarm car	7
and medic 4 are	7
all back in service	7
19 are you all	7
she's on the phone	7
car in front of	7
station 1 you can	7
out of the front	7
having pain in her	7
pain in her left	7
be on it is	7
and talk to the	7
central companies car 2	7
has that vehicle we're	7
start a tow for	7
we'll try to get	7
be on the south	7
can you advise the	7
respond to signature health	7
to be transporting one	7
you run a cch	7
to appear on a	7
it's a third party	7
companies are responding to	7
out switching to fire	7
you add that male	7
respond to 14306 detroit	7
engine 2 will respond	7
i have the owner	7
to the complainant he	7
was parked in the	7
the area of bunts	7
can make me primary	7
3 respond to 12405	7
open the stall and	7
that vehicle was moved	7
to come out of	7
heard in the tracks	7
meet a female at	7
copy can you run	7
24 are you guys	7
to pick up that	7
you respond to a	7
get a cad number	7
the property room for	7
15 can you copy	7
can't get into the	7
3 we're taking one	7
to respond as well	7
going to handle the	7
could just change the	7
engine 2 is also	7
2 is taking one	7
keys in his vehicle	7
was in the store	7
with him on the	7
did you say it	7
is an accidental alarm	7
able to speak with	7
has that vehicle break	7
kufner's has it 10-8	7
at 24 hour on	7
to our arrival we	7
a 7 year old	7
old male valid id	7
did not want to	7
history of heart problems	7
can you please put	7
please put me out	7
the plate on that	7
that i had you	7
i don't need to	7
copy 29 you can	7
male appears to be	7
she needs to go	7
welfare of a female	7
tried a couple times	7
i copy i'm gonna	7
22 i'll be checking	7
we are back in	7
the front counter please	7
if there are any	7
for about 30 minutes	7
some mental health problems	7
please try to find	7
you have a plate	7
and she can't get	7
a lunch list please	7
parked for a week	7
going to move the	7
going to do a	7
you're not busy can	7
i'm at detroit and	7
she's stuck in the	7
can you hand me	7
just add it for	7
in the apartment and	7
station for a minute	7
17 are you guys	7
be clear of the	7
when that comes in	7
the listing is john	7
attempt to lock out	7
parked in the garage	7
car 2 from station	7
2's on scene we'll	7
for a resident that	7
could you assist the	7
in some sort of	7
i'll be heading to	7
i'll be back out	7
you start kufner's to	7
do you want a	7
by switching to fire	7
3 are going to	7
else can return to	7
to make sure he's	7
you guys are at	7
you speak with a	7
appear for a traffic	7
a traffic offense out	7
complaining of pain in	7
driveway still accessible 10-8	7
1 out of the	7
front of the westerly	7
have lpd en route	7
the phone with them	7
south marginal and mckinley	7
1 copy thank you	7
going off on the	7
a fire alarm going	7
down to the lobby	7
an alarm showing zone	7
year old female possibly	7
22 i copy detroit	7
have pd en route	7
she doesn't want to	7
gonna stand by with	7
not to return to	7
start kufner for a	7
clifton car 2 engine	7
car 2 is responding	7
3 out at lakewood	7
to westerly 14312 detroit	7
special medic 1 medic	7
on scene truck 1	7
a 61 year old	7
2 to engine 2	7
i tried to find	7
be here in a	7
what was going on	7
dl id card as	7
id card as valid	7
a dog that's been	7
1 i'll be out	7
dispatch did you copy	7
just change the address	7
should be a silver	7
they're going to need	7
7 year old male	7
and we'll be en	7
for a snow check	7
and a white male	7
a phone number to	7
got a call for	7
of franklin with henry	7
the model on that	7
one more time please	7
kufner has it i'll	7
10-4 if you could	7
he's not sure what	7
to the west garage	7
very well thank you	7
1 if you could	7
i did thank you	7
a female starting mileage	7
the way down to	7
male walking in the	7
was no damage to	7
of the road and	7
to check on that	7
a male by the	7
old female fell and	7
show me out on	7
we're going to see	7
vehicles in the parking	7
dci and released to	7
said she can hear	7
can you do me	7
you do me a	7
to give him a	7
lake for a female	7
a hold of them	7
i added notes to	7
3 are you all	7
station 3 copies engine	7
can you come out	7
asking if you guys	7
he came out of	7
you copy it please	7
valid permit id no	7
i'll try to call	7
the door is locked	7
for a 90 year	7
3 out of lakewood	7
14300 detroit the westerly	7
medic 3 is also	7
he has a history	7
for you in a	7
parking lot off of	7
edward robert date of	7
added to the launch	7
would you be able	7
hit her head she	7
going to head there	7
could just add her	7
cars can slow it	7
have the caller come	7
you guys head back	7
also back in service	7
with king tom zebra	7
i'm gonna go check	7
unable to locate that	7
go ahead spoke with	7
need that back if	7
15 what's the last	7
be advised that the	7
14 i have a	7
me on the back	7
the back hill for	7
to respond to this	7
medic 1 copies we're	7
hear a male yelling	7
medic 3 responding to	7
female would like to	7
the traffic light at	7
that listing come back	7
an 83 year old	7
1 respond to o'neill	7
they would like her	7
old female says she	7
he was advised that	7
in the house and	7
and can you see	7
number on a taurus	7
alarm keeps going off	7
that vehicle if you	7
find an obt and	7
in the area that	7
medic 3 could you	7
29 i'll take that	7
1 i can get	7
with king queen frank	7
at the front door	7
older white male wearing	7
copy that from detroit	7
out of cleveland 41	7
i'm going to respond	7
can stop up here	7
did they give a	7
not have a license	7
for you if you	7
year old male needs	7
no weapons in the	7
weapons in the house	7
feels like she's going	7
i have the 19	7
over to the right	7
lot i'll be out	7
for my stop was	7
it's gonna be on	7
10-4 14 you can	7
know what's going on	7
13 i'll be with	7
a phone number and	7
see if the owner	7
the owner is a	7
west clifton and clifton	7
2008 18 year old	7
12 are you all	7
in the east drive	7
white male with long	7
if anyone else is	7
in the area we	7
he's having issues with	7
i'm trying to see	7
she said she'll be	7
a couple minutes ago	7
male locked his keys	7
year old male difficulty	7
old male difficulty breathing	7
you able to call	7
dispatch medic 2's taking	7
tell her to come	7
anything back with that	7
just a heads up	7
showing a black male	7
the company was unable	7
the owner on the	7
checked the area it's	7
we're probably going to	7
going to be just	7
locate an obt for	7
male was cited for	7
has a flat tire	7
i get the report	7
out there in a	7
old female she's out	7
2 year old female	7
to be checking on	7
give us a report	7
be transporting a male	7
parked in the bike	7
going to be closed	7
2 is taking 1	7
last name is sam	7
sounds like it's a	7
you try and find	7
noise was moderate on	7
we're gonna head over	7
he got into a	7
back to you in	7
he would like him	7
we're in the parking	7
in the area said	7
10-4 12 you can	7
female has a valid	7
signature health 14701 detroit	7
i'll be heading up	7
medic is on scene	7
on the phone can	7
he's not answering his	7
not answering his phone	7
dispatch medic is in	7
will be on scene	7
29 can you start	7
station 3 medic 3	7
3 do you have	7
sure if they were	7
i'm sorry you can	7
they're still in the	7
ida date of birth	7
that he saw a	7
let you guys know	7
she's in apartment number	7
be 10-8 i can	7
for a 52 year	7
and 17 are you	7
are you guys able	7
close to her driveway	7
i'll head there as	7
you just add them	7
fell in the parking	7
engine 2 are in	7
spoke with the homeowner	7
don't know if they	7
an order of gas	7
did you have a	7
car 2 will remain	7
out of that vehicle	7
i'm all set i'm	7
3 engine 3 will	7
89 year old female	7
male who needs a	7
blonde and blue valid	7
year old male i	7
15 you can just	7
a private property mva	7
back if there's any	7
15 i'll be on	7
get one more car	7
are on the way	7
large group of people	7
you say you were	7
id card for my	7
card for my driver	7
to put you back	7
punched him in the	7
him in the face	7
3 medic 1 and	7
issued myself a report	7
dispatch medic is back	7
were advised we're 10-8	7
be in a white	7
shortness of breath and	7
got a couple calls	7
could take that for	7
to speak to us	7
i'm not sure what	7
23 are you all	7
you add a plate	7
on the street for	7
to fire ground upon	7
fire ground upon arrival	7
with the complainant she	7
called back he said	7
is suspended id card	7
make me primary and	7
15601 madison apartment 1	7
17 i have a	7
it was like a	7
just put me out	7
3 is that at	7
edward lincoln last name	7
looks like a white	7
shot himself in the	7
not wish to speak	7
spoke with a male	7
the front counter and	7
he said he just	7
is a white male	7
yelling in the background	7
add a note to	7
was the name of	7
to appear on traffic	7
coming back on that	7
had a note for	7
listed owner has an	7
she thinks it might	7
could start heading to	7
in the city we're	7
west clifton the lakewood	7
you could please add	7
it was accidental by	7
engine 2 if you	7
male having a seizure	7
that he was going	7
arrest for dci and	7
you can just return	7
of the police department	7
get me to the	7
i can find a	7
1 will be back	7
a black toyota camry	7
3 car 2 respond	7
he's a mental health	7
of madison with john	7
you start coughing please	7
said it sounded like	7
still in the apartment	7
a 51 year old	7
can you start checking	7
medic 3 this is	7
west clifton in detroit	7
10-16 with a caution	7
assisted no need for	7
can find a number	7
9 are you all	7
any further issues we'll	7
further issues we'll be	7
back he said he	7
thank you i'm going	7
to reset the light	7
respond to the west	7
is back to a	7
we're out with a	7
over there as well	7
can you stand by	7
just send it to	7
you wanna give me	7
wanna give me a	7
on the phone she's	7
he's trying to get	7
check for a male	7
coming back with that	7
there refusing to leave	7
1 will take that	7
companies engine 3 medic	7
you change the location	7
29 i copy detroit	7
that that male is	7
front of the address	7
after the light detroit	7
the pickup out of	7
he was on his	7
you speak to the	7
in the back seat	7
is an ongoing issue	7
show me out of	7
complainant called back and	7
check the area that	7
wish to speak to	7
what was the description	7
requesting no lights or	7
out in the report	7
while we were on	7
year old female cleveland	7
and the complainant was	7
89 year old male	7
dl when you can	7
take that call we're	7
both parties were advised	7
has a vehicle on	7
still at the station	7
that parking violation on	7
show medic 3 on	7
between athens and lakewood	7
athens and lakewood heights	7
copy do you want	7
i'll get you in	7
a 5 minute delay	7
dollar general 15311 detroit	7
for a vehicle that's	7
went to the hospital	7
route with that male	7
you add it to	7
in front of mcdonald's	7
that male was dropped	7
me on the list	7
black and black valid	7
and black valid no	7
go ahead the male	7
in service engine 3	7
is out on clifton	7
12 are you guys	7
you guys set we're	7
with an officer about	7
is in service 10-4	7
to the hospital with	7
dispatch medic 2 back	7
with king adam george	7
guys all set all	7
i'm 10-7 at 1341	7
they're requesting a squad	7
medic 2 responds to	7
get in the building	7
take care of that	7
could you give us	7
a few minutes ago	7
was evaluated no need	7
ahead we'll be en	7
a blue shirt and	7
have a direction of	7
go ahead the owner	7
20 are you all	7
between detroit and riverside	7
old female she's not	7
not valid has a	7
it was back to	7
occupants are out of	7
13201 madison madison park	7
male is under arrest	7
advised and sent on	7
i'm all set 10-4	7
the upstairs medic 3	7
go ahead madison and	7
can you check southbound	7
an 18 year old	7
she'd like us to	7
today at macy's savings	7
at macy's savings off	7
i can get on	7
had a license but	7
female that lives in	7
all set here we'll	7
a hispanic male wearing	7
upstairs 37 year old	7
19 i can take	7
out the back door	7
companies car 2 truck	7
know if he has	7
a verbal argument they	7
the area i'll be	7
not sure if i	7
to truck 1 truck	7
go ahead i added	7
i'm 10-7 at 1481	7
10-7 at 1481 st	7
at 1481 st charles	7
1481 st charles for	7
charles for a trapped	7
staging switching to fire	7
old male not valid	7
male not valid no	7
plate it's going to	7
brown has a valid	7
ahead first name is	7
in the back stall	7
go ahead they're all	7
ahead they're all set	7
have a serial number	7
go ahead it was	7
detroit the dollar general	7
3 in truck 1	7
lake the days inn	7
year old male 5-10	7
lincoln last name is	7
go ahead it's going	7
ahead it's going to	7
have a squad respond	7
a young black male	7
from medic 2 we're	7
detroit and orchard grove	7
knocking on his door	7
station 2 copy medic	7
she's going to try	7
serial number for a	7
time to save on	7
use your coupon or	7
your coupon or macy's	7
coupon or macy's card	7
or macy's card and	7
macy's card and take	7
shop father's day specials	7
give love today at	7
love today at macy's	7
allowed to be there	7
valid he has a	7
ahead i'll be 10-8	7
that male was advised	7
if you have any	7
looking for a white	7
like there might be	7
a verbal argument and	7
go ahead robert robert	7
go ahead if you	7
there was no driver's	7
was no driver's license	7
respond to 14300 detroit	7
with a separate 10-4	7
stop was expired plates	7
park complainant said that	7
the color of that	7
the report room please	7
gonna be on a	7
his keys in a	7
standing in the middle	7
a male refusing to	7
respond to the days	7
you check across from	7
me a number and	7
you could just let	7
stall and advise the	7
go ahead i just	7
old male not feeling	7
under arrest for obi	7
detroit for an elderly	7
a vehicle that hit	7
have him on the	7
the sound of a	7
cleveland 21 year old	7
the lakewood ohio police	7
lakewood ohio police and	7
ohio police and fire	7
police and fire scanner	7
and fire scanner dispatch	7
so there's a male	7
it's time to get	7
time to get ready	7
get ready for summer	7
ready for summer at	7
i can get in	7
and i can have	7
if you could see	7
the building on the	7
screaming in the background	7
and medic 2 you	7
the mckinley exit ramp	7
right now i don't	7
everything else checks okay	7
a 2014 toyota rav4	7
gonna be a black	7
a second can you	7
down by a female	7
3 is transporting 1	7
7 year old female	7
confirm no medical or	7
going to 19 with	7
1586 coutant unit 2	7
it was an accidental	7
nora date of birth	7
no medical or intox	7
she's not answering the	7
female wearing a white	7
old male who fell	7
black in color expires	7
the bus stop in	7
valid there's no 1	7
truck 2 truck 1	7
you're gonna have to	7
you can just direct	7
that vehicle is gonna	7
one's arriving at fairview	7
1 medic one's on	7
can you respond at	7
truck 2 is out	7
1 to 2 hours	7
two's out of lakewood	7
1990 35 year old	7
are you guys on	7
of birth is 10	7
10 4 i'll be	7
of birth is 08	7
other 1 is a	7
is also gonna respond	7
1 of the females	7
you show medic 3	7
all the info attached	7
id card only there's	7
card only there's no	7
2 20 and 2	7
for 1 of those	7
10 8 i'll head	7
17 can i be	7
laying on the sidewalk	7
be 10 a with	7
run the name and	7
date of birth 06	7
medic 2 is that	7
medic two's on scene	7
gonna let you in	7
19 you can just	7
truck 1 respond at	7
of birth is 11	7
dispatch to engine 2	7
if you wanna come	7
in 1 of the	7
2 is in route	7
truck 2 and truck	7
1 17 from the	7
they're gonna have to	7
comes back to hurd's	7
i left a notice	7
1 truck one's in	7
first 1 is gonna	7
0 3 can you	7
2 25 and 2	7
car two's on scene	7
is gonna be en	7
truck two's en route	7
10 8 for now	7
respond to the feeder	7
2 12 and 222	7
truck 2 is en	7
9 year old female	7
10 16 on a	7
out of cleveland 08	7
old female 5 6	7
wanna make sure i	7
we are 10 8	7
15 name date of	7
only there's no 1	7
between nicholson and jackson	7
limited time offers available	7
time offers available now	7
offers available now lease	7
available now lease the	7
now lease the 2026	7
lease the 2026 chevy	7
a month for 39	7
month for 39 months	7
for 39 months 10	7
39 months 10 000	7
months 10 000 miles	7
10 000 miles per	7
