trigram	count
station i'll be	7
you can please	7
lake just east	7
just confirm that	7
know if they're	7
19 we're out	7
a dog and	7
male valid id	7
and swearing at	7
they're having a	7
be waiting downstairs	7
madison medic 2	7
company it's medic	7
didn't copy you	7
silver toyota corolla	7
i'm on set	7
in the lunch	7
last week and	7
drive for a	7
there and then	7
male appears to	7
be out king	7
concerned about the	7
was flagged down	7
to have her	7
requesting a check	7
of the laser	7
with a caller	7
to can you	7
i'm gonna add	7
is missing from	7
we are back	7
front counter please	7
we know the	7
was the first	7
with her son	7
to tell you	7
to get an	7
into the bar	7
way to get	7
that date of	7
low blood sugar	7
in his hand	7
sedan with a	7
into a vehicle	7
eastbound on lakewood	7
a male i	7
dispatch could you	7
that belongs to	7
female needs a	7
at the desk	7
on she said	7
to put the	7
12019 lake room	7
front desk call	7
call she said	7
supposed to have	7
that he needs	7
a lunch list	7
you start covering	7
meet me over	7
about 2 hours	7
said he found	7
yeah that's the	7
upstairs medic 1	7
she's stuck in	7
can't find her	7
a little girl	7
white female in	7
did you make	7
to have someone	7
you hand me	7
me that he	7
i'll be also	7
can probably disregard	7
very weak and	7
was an issue	7
fairview engine 3	7
fairview engine 2	7
when that comes	7
is calling in	7
dispatch station 2	7
she'll be in	7
car 2 just	7
1 we're all	7
complainant says there's	7
and a silver	7
i gave her	7
of the track	7
resident in the	7
in some sort	7
came in at	7
4 do you	7
and no one's	7
and car 4	7
205 medic 3	7
we can't find	7
phone number that	7
your phone number	7
smell of gas	7
pulled over to	7
it and i'll	7
standing by switching	7
by switching to	7
3 are going	7
to the alarm	7
complaint says there's	7
all these 1600	7
run out of	7
copy clifton cove	7
just if you	7
has a dog	7
doesn't see any	7
need to send	7
possibly trying to	7
a resident at	7
guys are at	7
of the same	7
it up there	7
out at a	7
of pain in	7
he's conscious and	7
have lpd en	7
set up the	7
a male prisoner	7
can you clear	7
and cook with	7
loop back around	7
out to you	7
1 copy thank	7
there's a fire	7
floor of the	7
see anything from	7
she just had	7
you contact the	7
me a picture	7
hang out in	7
old female possibly	7
copy 19 disregard	7
to code 3	7
have pd en	7
she suffers from	7
meet me in	7
company engine 3	7
to handle all	7
have the squad	7
to the lakeshore	7
called said her	7
on with the	7
it's a rental	7
detail if you	7
to see him	7
to clear up	7
john henry paul	7
of a fire	7
are you looking	7
you looking for	7
be on that	7
northbound on bunts	7
if there's another	7
on scene truck	7
scene truck 1	7
a 61 year	7
she's not here	7
he drives a	7
argument between two	7
between two parties	7
me to get	7
john boy george	7
with 2 members	7
be taking the	7
what was going	7
and bunts with	7
id card as	7
card as valid	7
okay she was	7
a traffic complaint	7
at cove park	7
a dog barking	7
a male they	7
tow for a	7
have them for	7
can you back	7
south carolina plate	7
cell phone on	7
female said there	7
was just upset	7
listing is union	7
customer has it	7
parking lot but	7
i couldn't understand	7
19 with her	7
19 i'm all	7
complainant said a	7
call him and	7
have him meet	7
it doesn't show	7
heading down to	7
could have the	7
everything checks fine	7
edwards for a	7
says that he	7
model on that	7
number in the	7
the same location	7
was advised for	7
a parking spot	7
said he can't	7
you generate a	7
a medical call	7
into the front	7
out front he	7
she's still in	7
the right hand	7
very well thank	7
the driveway she	7
copy we're in	7
called said she	7
to get off	7
i did thank	7
19 there's no	7
male walking in	7
may be in	7
to his vehicle	7
took care of	7
out of favor	7
up an order	7
nora edward lincoln	7
my way back	7
at kitty park	7
we didn't get	7
just came back	7
or the back	7
of the owners	7
still going to	7
he's a consumer	7
henry edward william	7
hold of them	7
clifton in the	7
place a holder	7
wanted to let	7
you're in the	7
14401 detroit the	7
at the southwesterly	7
her right now	7
members of engine	7
medical 1's out	7
on that female	7
sam ocean nora	7
heart is racing	7
asking if you	7
can give them	7
to the family	7
that there's no	7
copy it please	7
fine you can	7
and there's nobody	7
okay it was	7
has been drinking	7
check with the	7
to call in	7
be for the	7
they're gonna call	7
sometime last night	7
aristocrat assisted living	7
got a female	7
the i'll be	7
he was also	7
11820 edgewater the	7
with a toyota	7
i'll get that	7
a gray hyundai	7
the street i'm	7
they just had	7
edward robert date	7
shut it down	7
would you be	7
charles and detroit	7
her head she	7
don't need this	7
out on madison	7
do you respond	7
have any info	7
that she's a	7
you just have	7
11849 edgewater apartment	7
stated that she	7
has a gun	7
guys head back	7
king x-ray david	7
6 for a	7
high school for	7
her heart is	7
also back in	7
member of engine	7
we added notes	7
playing on the	7
we're still going	7
220 i copy	7
into the business	7
a blue suv	7
from the first	7
then he said	7
home and the	7
and the dog	7
and just wanted	7
ahead spoke with	7
with his neighbor	7
detroit and sloan	7
making a pickup	7
her car was	7
and what was	7
king david king	7
can get anywhere	7
protective person is	7
that's all i	7
entrance of the	7
the tracks for	7
have a first	7
that listing come	7
an 83 year	7
road and clifton	7
the info for	7
can you help	7
involved in the	7
when they get	7
to add to	7
on a taurus	7
the expired plates	7
alarm keeps going	7
that vehicle if	7
an obt and	7
117 with a	7
4 or 5	7
the building here	7
1 8 2	7
locate the owner	7
i'm 10-7 in	7
his dog and	7
king frank frank	7
to leave for	7
that there's some	7
male if you	7
medic 3 could	7
me out the	7
29 i'll take	7
the house for	7
the driveway he	7
have to do	7
that from detroit	7
of cleveland 41	7
go ahead check	7
209 i copy	7
the citation number	7
14 if you	7
calls for the	7
mail to the	7
house 11839 clifton	7
was advised he	7
and had a	7
in the residence	7
did not get	7
can stop up	7
1 south of	7
on madison i	7
please tell me	7
on scene there's	7
companies stand by	7
was looking at	7
here there's a	7
female that needs	7
the house at	7
to the bus	7
en route i'm	7
start responding to	7
old male needs	7
is yelling at	7
no weapons in	7
a second and	7
1 0 3	7
23 is on	7
the marine towers	7
coutant and madison	7
white male brown	7
came in and	7
that mail to	7
no history of	7
from madison park	7
cars parked in	7
my stop was	7
you by the	7
10-4 14 you	7
you see it	7
you can locate	7
don't know what's	7
know what's going	7
of franklin john	7
code for the	7
is the driver	7
in the line	7
gold coast with	7
1-8900 detroit the	7
tag in a	7
of court for	7
that she heard	7
calls that her	7
2008 18 year	7
said when he	7
having severe pain	7
description of them	7
that female has	7
making a delivery	7
know the address	7
expires march of	7
male locked his	7
1381 bunts o'neill	7
dodge ram truck	7
old male difficulty	7
refused to give	7
a dog in	7
for the dog	7
i may have	7
the vehicle moved	7
know where he's	7
and tell her	7
run the serial	7
anything back with	7
the street it's	7
just a heads	7
that they left	7
able to tell	7
they say they	7
the company was	7
to provide a	7
actually in the	7
to file a	7
severe pain in	7
the owner on	7
the street he	7
we're probably going	7
a complaint that	7
be on our	7
disregard it was	7
to stop at	7
on the vin	7
parking signs posted	7
breathing or not	7
i be out	7
now there's a	7
patient evaluated refusal	7
i'll check for	7
has a flat	7
of the church	7
a medical pendant	7
she's out at	7
7 we'll be	7
on arrival and	7
about a black	7
the driver's license	7
he had the	7
that the owner	7
on the outside	7
a female by	7
adam nora david	7
robert ida adam	7
with the black	7
noise was moderate	7
in her right	7
copy from franklin	7
19 what was	7
the tracks henry	7
off of madison	7
searching the area	7
male looks like	7
and kufner has	7
1 4 4	7
on the city	7
can notify the	7
said a female	7
a white mazda	7
a black cadillac	7
here in about	7
that she does	7
copy and the	7
the parking deck	7
in the the	7
signature health 14701	7
health 14701 detroit	7
of the accident	7
he spoke with	7
not answering his	7
answering his phone	7
2 we can	7
we able to	7
and 8 you	7
7 if you	7
let me go	7
property manager called	7
be advised this	7
229 and 214	7
on to fairview	7
over here by	7
back to their	7
black male white	7
at a female	7
ida date of	7
were talking about	7
john victor boy	7
disregard thank you	7
manor park with	7
15 i'm with	7
gonna check the	7
like a black	7
for a 52	7
a male standing	7
20 medic 3	7
what is that	7
wanting to harm	7
has chest pains	7
he attempts to	7
madison at the	7
lpd they're out	7
is transported to	7
way we can	7
male fell in	7
to you on	7
and back to	7
i'm just right	7
3 from the	7
have him for	7
we're still not	7
arrival they were	7
so i have	7
noise in the	7
at the scene	7
224 and 211	7
looked like they	7
on car 2	7
common spelling middle	7
failure to id	7
they want us	7
17 and 20	7
dispatching all companies	7
and he left	7
respond to 1277	7
just checked the	7
madison number 1	7
medic 1 service	7
old male i	7
pounding on the	7
king robert nick	7
office with john	7
6 2 2	7
say you were	7
the jail i'm	7
card for my	7
able to send	7
marlowe for a	7
punched him in	7
18900 detroit extension	7
brown id card	7
the mail is	7
issued myself a	7
of that female	7
spoke with those	7
from that stop	7
to 1277 cove	7
heading his way	7
if you had	7
to set up	7
as i was	7
continue to check	7
were sent on	7
was random registration	7
no license to	7
sure what the	7
the male lives	7
giving this male	7
going to pull	7
of something burning	7
fire ground upon	7
ground upon arrival	7
was walking around	7
male is goa	7
there said that	7
after a light	7
wanted to go	7
the employee said	7
is suspended id	7
me primary and	7
in to the	7
copies i'll be	7
myself and 11	7
a police officer	7
once we get	7
was talking about	7
male sitting on	7
lot for the	7
last night at	7
that male at	7
place for a	7
way up to	7
king edward robert	7
edward lincoln last	7
18 years old	7
shot himself in	7
one male in	7
it needs to	7
of north ridgeville	7
for criminal damaging	7
on this for	7
the haven medic	7
into his house	7
front counter and	7
to the meridian	7
and said she's	7
will have to	7
said that female	7
to head down	7
in the main	7
when she was	7
ongoing issue with	7
he has one	7
edward victor adam	7
can do a	7
speak to her	7
warren and detroit	7
and it is	7
appear on traffic	7
out you can	7
speaking with them	7
they are going	7
it out and	7
copies we're in	7
parties they were	7
24 valid no	7
in 19 with	7
and she feels	7
that are on	7
still inside the	7
in over a	7
clifton the lakewood	7
engine 2 i	7
was hit skipped	7
a knife and	7
got eyes on	7
call dispatch please	7
was a lot	7
is out in	7
and was advised	7
can just return	7
power in the	7
i'll send it	7
old white male	7
related to this	7
with him at	7
to westerly apartment	7
a female complainant	7
15 to 20	7
off for me	7
on on the	7
she had to	7
detroit number 924	7
looked like it	7
i'll check with	7
up from the	7
he's a mental	7
if we get	7
three of them	7
said it sounded	7
a 51 year	7
right now at	7
he doesn't need	7
out of pickup	7
assisted no need	7
at franklin gas	7
traffic in front	7
2 in the	7
further issues we'll	7
issues we'll be	7
of the hilliard	7
exchanged information and	7
yelling at him	7
is under the	7
he hit his	7
you showed me	7
a second 10-4	7
the front and	7
you cut out	7
there's no way	7
her way back	7
last time i	7
medic 1 we'll	7
health issues and	7
while they were	7
3 is around	7
the area as	7
of giant eagle	7
edgewater medic 3	7
a male outside	7
said the back	7
over there as	7
parking violation at	7
didn't know the	7
2 i'm sorry	7
else is coming	7
can you stand	7
cad number for	7
it could possibly	7
should be open	7
224 i copy	7
urgent care at	7
take him to	7
detroit to franklin	7
the temp tag	7
between mckinley and	7
to wait until	7
he was up	7
the station now	7
south of lakewood	7
over the wheel	7
and is on	7
and pants and	7
id card number	7
was the caller	7
southeast corner of	7
1450 coutant number	7
is the caller	7
the cell phone	7
i just drove	7
received a couple	7
222 and 217	7
back here with	7
come back out	7
to let her	7
i'll check it	7
into a tree	7
in case they	7
give a description	7
trying to give	7
to stay there	7
a couple plates	7
my driver i	7
the light detroit	7
of people in	7
same date of	7
pickup out of	7
me on that	7
female is on	7
we'll go for	7
she was sent	7
house and she	7
you have anything	7
the back seat	7
female by the	7
requesting to speak	7
only refusal obtained	7
the doors that	7
be on with	7
west of bunts	7
walked up to	7
but would like	7
6 9 2	7
on arrival he	7
if he is	7
to break in	7
down here to	7
you check that	7
had to run	7
advised that it	7
29 cars are	7
the key for	7
you notify the	7
the lakewood park	7
was the description	7
sure which way	7
the back and	7
nora edward last	7
a dealer plate	7
from across the	7
the complainant that	7
a 2023 black	7
old female cleveland	7
117 to madison	7
parked car and	7
from the lakewood	7
a few people	7
henry union frank	7
this is actually	7
to contact her	7
to family dollar	7
to call it	7
the caller that	7
sam tom robert	7
have any weapons	7
1 i have	7
one south of	7
we're turning on	7
here i'll just	7
between athens and	7
athens and lakewood	7
a 5 minute	7
5 minute delay	7
ready go ahead	7
dollar general 15311	7
general 15311 detroit	7
ahead are you	7
i guess they're	7
to the travelodge	7
bunts the downstairs	7
9-1-1 hang up	7
there's a truck	7
with henry edward	7
205 go ahead	7
list you can	7
ahead the male	7
we'll respond to	7
guys set we're	7
out with those	7
be car 2	7
truck when you	7
tattoos on his	7
10-7 at 1341	7
the detroit bridge	7
i'm 10-7 10-4	7
2 responds to	7
put the fire	7
the fire out	7
car is still	7
show car 2	7
clifton road and	7
i'll be responding	7
a black t-shirt	7
few minutes ago	7
was evaluated no	7
john adam frank	7
but i'm not	7
a couple other	7
long brown hair	7
14 do you	7
ahead the owner	7
that address is	7
where he lives	7
marlowe car 2	7
a trapped groundhog	7
someone on the	7
of the child	7
from giant eagle	7
of the people	7
12015 clifton number	7
state no wants	7
plate of the	7
it was back	7
it's a 2011	7
the backyard and	7
is she in	7
13201 madison madison	7
madison madison park	7
up there's no	7
executive house department	7
to be confused	7
with the white	7
advised and sent	7
be waiting on	7
the second time	7
i checked from	7
ahead madison and	7
it says the	7
an 18 year	7
she'd like us	7
they were walking	7
at macy's savings	7
macy's savings off	7
henry victor george	7
check okay we'll	7
to be aware	7
says she's having	7
was reunited with	7
the address that	7
he's by the	7
a license but	7
checks out okay	7
ohio on a	7
12 i'm sorry	7
in this regard	7
on him he's	7
73 go ahead	7
upstairs 37 year	7
to retrieve her	7
male is utl	7
1 0 7	7
disregard the tones	7
a license no	7
go down to	7
they're advised to	7
1 station 1	7
sure if i	7
evaluated declined transport	7
ahead i added	7
of the water	7
over the fence	7
10-7 at 1481	7
at 1481 st	7
1481 st charles	7
11 we copy	7
a burglary alarm	7
report number in	7
19 you guys	7
male not valid	7
make sure they	7
plate it's going	7
and took a	7
brown has a	7
the back stall	7
ahead they're all	7
go ahead david	7
have a serial	7
ahead it was	7
the shady cove	7
that's down on	7
you stop by	7
211 and 224	7
detroit the dollar	7
brown brown dl	7
lake the days	7
old male 5-10	7
you could find	7
of this male	7
go ahead a	7
park by the	7
ahead it's going	7
212 could you	7
dispatch from car-10	7
regards to a	7
10-8 from that	7
young black male	7
knocking on his	7
time to save	7
to save on	7
use your coupon	7
your coupon or	7
coupon or macy's	7
or macy's card	7
macy's card and	7
card and take	7
shop father's day	7
father's day specials	7
give love today	7
love today at	7
tree branch that	7
7 will be	7
you could probably	7
you make it	7
in the scene	7
1 from command	7
2 from command	7
hilliard and mckinley	7
like there might	7
that the other	7
verbal argument and	7
for an injured	7
ahead robert robert	7
he was hit	7
riverside medic 2	7
white ford van	7
try to see	7
ahead if you	7
was no driver's	7
to parking enforcement	7
go ahead second	7
18915 detroit extension	7
was expired plates	7
color of that	7
go ahead so	7
clifton and ramona	7
of the situation	7
report room please	7
11 to 22	7
a green honda	7
mary adam henry	7
female advised that	7
said they believe	7
need to speak	7
she's walking back	7
over there in	7
a male refusing	7
the building there's	7
in the premise	7
202 could you	7
no answer the	7
they'd like to	7
i covered the	7
you check i	7
out for that	7
vehicle was towed	7
for the property	7
and i know	7
we're gonna 19	7
check northbound on	7
on 1 of	7
go ahead okay	7
be checking 10-4	7
points on travel	7
a 2017 silver	7
and west of	7
a private tree	7
ahead i just	7
at home at	7
with truck 1	7
that plate is	7
she's not responding	7
go ahead she	7
on my work	7
that was assaulted	7
6 foot 200	7
arrest for obi	7
a few phone	7
property room 10-4	7
her house and	7
was advised he's	7
original charge of	7
area of lake	7
the bus shelter	7
the residents at	7
corner of detroit	7
you can hold	7
black brown dl	7
to him he's	7
sound of a	7
a follow-up at	7
no i got	7
we'll meet you	7
cleveland 21 year	7
valid in the	7
and he didn't	7
are you also	7
there will be	7
i can help	7
the lakewood ohio	7
lakewood ohio police	7
ohio police and	7
police and fire	7
and fire scanner	7
fire scanner dispatch	7
out of for	7
1 with the	7
shows suspended no	7
it's time to	7
ready for summer	7
for summer at	7
the mail from	7
what sounds like	7
you could see	7
low hanging wire	7
the flying rib	7
will be today	7
with her at	7
boy edward lincoln	7
we couldn't find	7
this female she's	7
asked to leave	7
mckinley exit ramp	7
now with the	7
in color and	7
else checks okay	7
is that for	7
valid with a	7
over there with	7
2014 toyota rav4	7
who they are	7
to be intoxicated	7
west clifton arlington	7
number i found	7
a second can	7
second can you	7
over here i'll	7
an officer on	7
be wearing a	7
try to figure	7
with a neighbor	7
12 can i	7
26 could you	7
clifton king david	7
1586 coutant unit	7
coutant unit 2	7
what we got	7
blocking the road	7
the house on	7
nora date of	7
your radio is	7
with your phone	7
225 and 214	7
gonna head up	7
in the blackbird	7
at no wants	7
1 2 1	7
at home now	7
we have 2	7
id is valid	7
clifton number 16	7
19 on the	7
lakewood avenue for	7
south lane number	7
come in from	7
either 1 of	7
just wanna check	7
2 5 1	7
how you doing	7
19 we're 10	7
1 17 just	7
i'm gonna 19	7
gonna have charges	7
place a hold	7
south lane apartment	7
17 to madison	7
for a 6	7
and 2 22	7
male 5 7	7
is the 1	7
dallas no 1	7
to 2 hours	7
out with 20	7
1990 35 year	7
of 20 6	7
birth is 10	7
said 1 of	7
4 door black	7
2 are gonna	7
mileage 1 0	7
i'm not gonna	7
in 01 17	7
medic one's around	7
birth is 08	7
204 and 203	7
station at 2	7
gonna be 1	7
will be done	7
the info attached	7
no 1 has	7
card only there's	7
7 8 1	7
3 4 6	7
5 10 1	7
8 i'll head	7
give me 20	7
to 20 9	7
11 10 7	7
10 a with	7
10 8 can	7
with an expiration	7
of birth 06	7
1 60 brown	7
8 i can	7
we'll be today	7
15 we're 10	7
give me 1	7
companies at medic	7
saint charles king	7
you wanna let	7
2 0 5	7
birth is 11	7
that i'm gonna	7
104 do you	7
on the the	7
25 we're clear	7
is gonna remain	7
15 back to	7
you wanna just	7
check i 90	7
if they wanna	7
we're gonna leave	7
here is gonna	7
2 5 6	7
the feeder manner	7
the on ramp	7
10 7 install	7
to 20 1	7
0 3 can	7
got you from	7
4 door the	7
from storm command	7
from car 3	7
truck two's en	7
8 for now	7
2 15 dl	7
20 1 and	7
you had to	7
1 comes back	7
i have 1	7
it's not gonna	7
20 9 disregard	7
i got 1	7
vehicle brake for	7
engine 2 000	7
of 1 17th	7
'20 8 copy	7
detroit apartment 206	7
16 on a	7
do want me	7
of cleveland 08	7
female 5 6	7
and 2 04	7
3 taking 1	7
madison saint charles	7
14 on 108	7
male 5 8	7
gonna be 2	7
2 1 7	7
we're all 10	7
20 2 disregard	7
we are 10	7
15 name date	7
02 15 name	7
wanna speak to	7
listed vehicle owner	7
is 1 1	7
4 6 1	7
2 1 5	7
have another 1	7
male check's okay	7
0 2 and	7
gonna need to	7
to en route	7
nicholson and jackson	7
saint charles detroit	7
dispatch make sure	7
there's a older	7
29 is gonna	7
limited time offers	7
time offers available	7
offers available now	7
available now lease	7
now lease the	7
lease the 2026	7
a month for	7
month for 39	7
for 39 months	7
39 months 10	7
months 10 000	7
10 000 miles	7
000 miles per	7
miles per year	7
per year or	7
year or save	7
credit retired courtesy	7
tax title license	7
at signing must	7
signing must trade	7
upon available rebates	7
2 7 3	7
15 name and	7
mileage is 2	7
at hy vee	7
20 5 20	7
5 20 8	7
at nebraskamed com	7
credit 299 dock	7
with dealer based	7
dealer based upon	7
okay we're 10	7
with king william	7
to 15 year	7
year old harper	7
old harper buying	7
harper buying an	7
buying an 80	7
an 80 vintage	7
80 vintage rock	7
vintage rock t	7
rock t shirt	7
t shirt is	7
shirt is a	7
a great investment	7
great investment to	7
investment to harper's	7
to harper's mom	7
harper's mom this	7
mom this logic	7
this logic has	7
logic has a	7
a few holes	7
few holes in	7
holes in it	7
it so she	7
so she helped	7
she helped harper	7
helped harper open	7
harper open a	7
open a wells	7
a wells fargo	7
wells fargo clear	7
fargo clear access	7
clear access banking	7
access banking account	7
banking account with	7
account with no	7
with no overdraft	7
no overdraft fees	7
overdraft fees and	7
fees and tools	7
and tools to	7
tools to track	7
to track spending	7
track spending harper's	7
spending harper's learning	7
harper's learning 1	7
learning 1 heavy	7
1 heavy metal	7
heavy metal t	7
metal t at	7
t at a	7
a time however	7
time however you	7
with that terms	7
that terms apply	7
terms apply visit	7
apply visit wellsfargo	7
visit wellsfargo com	7
wellsfargo com slash	7
com slash deposit	7
slash deposit disclosures	7
deposit disclosures for	7
disclosures for fees	7
for fees and	7
fees and details	7
be 6 7	7
and 2 07	7
male 5 10	7
to park there	6
domestic violence and	6
male left prior	6
him we'll be	6
don't see the	6
you guys got	6
a second to	6
getting a call	6
the suspect is	6
not on scene	6
assaulted by her	6
on scene i'm	6
was the driver	6
a female requesting	6
yelling and throwing	6
this female on	6
log back in	6
in and see	6
a suspicious vehicle	6
lot in a	6
is the story	6
the story of	6
story of the	6
of the one	6
com or just	6
or just stop	6
stop by grainger	6
by grainger for	6
grainger for the	6
for the ones	6
ones who get	6
who get it	6
a couple 10-16s	6
westcliff in detroit	6
him i'm closer	6
you've been disregarded	6
in cleveland on	6
thank you we	6
i copy at	6
take me out	6
alright copy that	6
a 2015 chevy	6
in a legal	6
out i have	6
i have all	6
pickup entering agency	6
22 we're 10-8	6
on the lot	6
have radio clearance	6
jail i'll be	6
get into that	6
i'm good i'm	6
at west 117th	6
vehicles will be	6
a special attention	6
17 i'm on	6
male black jacket	6
that's why i'm	6
i'll call him	6
walker out of	6
that's it for	6
see where he	6
fine i'll be	6
mazda station wagon	6
took off running	6
think he was	6
with this guy	6
working on getting	6
need any police	6
there's no odor	6
calling from the	6
car 2's responding	6
frank adam henry	6
get further from	6
they say that	6
like it's just	6
a male requesting	6
good you can	6
run a couple	6
copy that's the	6
will give you	6
the company is	6
the numbers again	6
from madison to	6
all parties are	6
for the jeep	6
you didn't get	6
make your way	6
a 91 year	6
complainant in the	6
edgewater number 206	6
please call the	6
the right lane	6
to stay here	6
the left lane	6
bunts and athens	6
madison and richland	6
17 we're 10-8	6
set i'm going	6
10-8 and you	6
has a severe	6
will continue with	6
returning to service	6
29 detroit 117	6
john zebra mary	6
an ongoing problem	6
detroit room 239	6
in the living	6
the living room	6
2's transporting one	6
on the multi-gas	6
o'clock this morning	6
all set over	6
here we're just	6
we're just checking	6
just get one	6
were you trying	6
on it i'll	6
by a minute	6
we're 10-7 in	6
complainant and his	6
male needs a	6
you have been	6
202 we'll be	6
respond to 2148	6
you like to	6
his left leg	6
got a note	6
in the mcdonald's	6
notes for 10-8	6
14600 detroit lakewood	6
detroit lakewood center	6
center north number	6
someone might have	6
requesting we stand	6
by at the	6
were no readings	6
17 i'm in	6
he has it	6
is king king	6
do it again	6
to him i	6
mart east to	6
east to pick	6
listening to music	6
saying that his	6
male his name	6
24 you're on	6
wasn't sure of	6
the parties are	6
the elevator we	6
that welfare check	6
old male that's	6
guys can respond	6
up the stairs	6
to start checking	6
here i'm just	6
you print the	6
to fix the	6
the traffic signal	6
of the traffic	6
will be riding	6
out with 22	6
male walked in	6
the caller just	6
hung up and	6
and now the	6
10-4 i'll head	6
and they believe	6
they believe he	6
with the people	6
the rear entrance	6
get it back	6
name of that	6
door in the	6
meet us in	6
go knock on	6
over the air	6
can go we're	6
checked the building	6
john walter lincoln	6
this appears to	6
o'neal 13900 detroit	6
calling on the	6
she was given	6
the i-x number	6
220 i can	6
and see the	6
listing for unit	6
and i'll need	6
23 they're all	6
add him please	6
copy break for	6
a back door	6
to secure the	6
black and green	6
for traffic out	6
release due to	6
with low blood	6
a medic 2	6
dispatch mac 2's	6
229 are you	6
a legal spot	6
didn't have the	6
1443 newman apartment	6
newman apartment 107	6
his phone is	6
sorry i cut	6
he's suspended valid	6
they said you	6
is arguing with	6
everyone else can	6
it was last	6
he shows valid	6
we'll call back	6
can we check	6
117 on the	6
13 we'll be	6
he's having difficulty	6
can start the	6
male to metro	6
arguing with each	6
all set can	6
the dl is	6
want those back	6
heights it's a	6
a white bmw	6
13 we're all	6
car 2 en	6
that happened in	6
clifton and summit	6
partner's on the	6
dispatch i'm car	6
i'm car 2	6
been holding for	6
and a couple	6
22 they're all	6
i'll be telling	6
she just needs	6
went with the	6
medic 3's at	6
kufner says the	6
29 and 22	6
and 22 can	6
she's a valid	6
can make the	6
of the officers	6
called her and	6
neither of them	6
we found the	6
the old stone	6
medic 1 could	6
you make contact	6
other units are	6
could you actually	6
state valid id	6
you so much	6
in his 50s	6
that to my	6
them i'll be	6
dispatch mag 3	6
plaintiff said there's	6
on spring garden	6
with that car	6
picture of that	6
they say he	6
sending you a	6
if we're going	6
to have charges	6
or what's going	6
going on here	6
we're good to	6
to the business	6
on the complaint	6
does anybody have	6
have a drone	6
checking on that	6
confirm that warrant	6
it it's a	6
eye on the	6
them know we're	6
cleared from the	6
said the female	6
coming from her	6
the haven for	6
a car that	6
for now until	6
we know what	6
his last name	6
that his wife	6
she took a	6
and i see	6
15 cars are	6
you run was	6
copy from warren	6
only have a	6
and i asked	6
south marginal king	6
marginal just east	6
entrance to the	6
medic 2 responding	6
12 i'm close	6
transport to lakewood	6
i'm with it	6
owner is my	6
testing the fire	6
car 6 from	6
wants to check	6
who lives there	6
the music is	6
trying to knock	6
the apartment door	6
all he could	6
he could tell	6
i guess i'll	6
need me for	6
by a white	6
for a nuisance	6
copy 117th and	6
that'll be the	6
for live music	6
12 detroit apartment	6
15 to 29	6
them and the	6
henry victor young	6
be advised there's	6
number 4 for	6
for male and	6
female arguing and	6
can clear from	6
30 minutes ago	6
was just gonna	6
we deal with	6
one with a	6
to you all	6
the complaint they're	6
you a landline	6
a 2017 ford	6
5 we're going	6
with a refusal	6
medics at the	6
henry adam lincoln	6
you guys outside	6
34 years old	6
to move his	6
is transporting the	6
transporting the liquid	6
you come down	6
elmwood for a	6
the house we're	6
no one is	6
we got one	6
me the i	6
the stall please	6
this is out	6
just want me	6
address is going	6
just to check	6
male was turned	6
find anything for	6
he comes back	6
don't need them	6
need them back	6
back for the	6
them to get	6
have a sec	6
back for that	6
in his head	6
guys up there	6
hook for the	6
at north coast	6
you guys see	6
called in and	6
there's a possible	6
him a courtesy	6
from here with	6
talking about the	6
or just the	6
check our portion	6
a second call	6
have the patient	6
complainant he said	6
info on the	6
vehicle you can	6
our portion of	6
can find it	6
did he say	6
have the dl	6
go ahead please	6
at the business	6
for the complainant	6
10-16c on a	6
i'll be behind	6
adam nora last	6
i'm sorry he	6
i just heard	6
all right i'll	6
few minutes and	6
i can be	6
robinwood for a	6
an obg for	6
1's transporting to	6
with two members	6
i want you	6
217 can you	6
can send a	6
please i'll be	6
be right out	6
adam david edward	6
david edward lincoln	6
he was by	6
he doesn't see	6
you guys come	6
just added to	6
added to detail	6
i'll get with	6
be 10-7 in	6
client said there's	6
they're about to	6
alarm and the	6
in the oven	6
you make a	6
and wind up	6
the medics are	6
think she might	6
you look at	6
is a valid	6
one has a	6
to the mail	6
but she has	6
8 and a	6
and 9 you	6
be over there	6
her phone is	6
have the complainant	6
took her phone	6
she's still there	6
19 and see	6
all right we	6
called she was	6
to kill himself	6
house he said	6
in service they	6
he has to	6
like he's on	6
black suv parked	6
i copy lakewood	6
euclid on a	6
old female shows	6
can you be	6
hear me lewis	6
mag 3's on	6
and give us	6
21 can i	6
the aldi parking	6
to pay for	6
hoodie and jeans	6
and he should	6
a cage car	6
towers west 12540	6
just screaming at	6
again we'll be	6
to go speak	6
go speak to	6
is suspended with	6
can i give	6
if she returns	6
the place of	6
delaware and warren	6
copy dispatch medic	6
get in there	6
to retrieve his	6
it it was	6
i'll need to	6
19 for vehicle	6
heart rate and	6
and is feeling	6
that's coming back	6
temporary permit is	6
and have a	6
was the owner	6
i'm coming back	6
the owner i'm	6
that sounds like	6
i copy 14	6
i don't get	6
yeah we have	6
ran out the	6
this male he's	6
a gray sedan	6
possibly had a	6
3 mag 3	6
she's gonna have	6
of him for	6
a list of	6
like they might	6
on the walls	6
10-4 i'm not	6
alarm's going off	6
other than the	6
a pickup truck	6
what he said	6
is stuck on	6
the number i	6
it's blocking the	6
much thank you	6
for over an	6
say that he	6
to say that	6
1-8900 detroit apartment	6
speaking to her	6
you have them	6
15 i'll get	6
now i'm trying	6
be a 2025	6
he's valid break	6
